region,date,grocery_pharmacy,parks,residential,retail_recreation,transitstations,workplace
PR,2020-05-02,0.01,-0.4,0.12,-0.46,-0.42,-0.2
RJ,2020-02-15,0.06,0.04,-0.01,0.07,0.13,0.06
RJ,2020-02-16,-0.02,-0.14,0.01,-0.04,0.06,-0.01
RJ,2020-02-17,0.07,-0.13,-0.02,0.04,0.13,0.2
RJ,2020-02-18,0,-0.04,-0.02,0.01,0.12,0.15
RJ,2020-02-19,0.06,-0.06,-0.02,0.03,0.12,0.14
RJ,2020-02-20,0.1,0.11,-0.03,0.03,0.13,0.15
RJ,2020-02-21,0.14,0.05,0.01,0.05,0.08,0.02
RJ,2020-02-22,0.07,0.11,0.01,-0.08,0.09,-0.1
RJ,2020-02-23,0.11,0.53,0.01,0.08,0.23,-0.02
RJ,2020-02-24,-0.05,0.96,0.09,-0.18,-0.27,-0.56
RJ,2020-02-25,-0.38,1.12,0.1,-0.29,-0.33,-0.66
RJ,2020-02-26,-0.13,0.07,0.07,-0.26,-0.32,-0.46
RJ,2020-02-27,-0.05,-0.27,0.05,-0.18,-0.12,-0.07
RJ,2020-02-28,0.03,-0.26,0.05,-0.06,-0.05,-0.03
RJ,2020-02-29,0.03,-0.29,0.04,-0.08,-0.04,-0.01
RJ,2020-03-01,-0.16,-0.65,0.08,-0.31,-0.22,-0.12
RJ,2020-03-02,0,-0.46,0.03,-0.14,-0.03,0.13
RJ,2020-03-03,0.01,-0.29,0.01,-0.07,0.05,0.13
RJ,2020-03-04,0.07,-0.27,0,-0.03,0.06,0.14
RJ,2020-03-05,0.07,-0.11,-0.01,0,0.09,0.18
RJ,2020-03-06,0.13,-0.07,-0.02,0.14,0.17,0.21
RJ,2020-03-07,0.12,-0.11,0,0.1,0.11,0.07
RJ,2020-03-08,0.07,-0.1,0.01,0.06,0.06,0.02
RJ,2020-03-09,0.09,-0.12,-0.02,0.05,0.14,0.22
RJ,2020-03-10,0.03,-0.07,-0.01,0.01,0.12,0.16
RJ,2020-03-11,0.05,-0.12,-0.01,0.01,0.1,0.15
RJ,2020-03-12,0.04,-0.04,-0.01,-0.03,0.09,0.17
RJ,2020-03-13,0.13,-0.05,-0.01,0.07,0.13,0.19
RJ,2020-03-14,0.11,-0.13,0.02,-0.07,-0.03,0.03
RJ,2020-03-15,0.05,-0.17,0.03,-0.17,-0.1,-0.02
RJ,2020-03-16,0.08,-0.25,0.04,-0.15,-0.11,0
RJ,2020-03-17,0.01,-0.4,0.09,-0.31,-0.26,-0.13
RJ,2020-03-18,0.01,-0.43,0.11,-0.38,-0.34,-0.21
RJ,2020-03-19,-0.06,-0.45,0.14,-0.46,-0.41,-0.26
RJ,2020-03-20,-0.05,-0.55,0.16,-0.47,-0.43,-0.29
RJ,2020-03-21,-0.2,-0.76,0.18,-0.67,-0.57,-0.37
RJ,2020-03-22,-0.29,-0.81,0.18,-0.74,-0.62,-0.38
RJ,2020-03-23,-0.18,-0.66,0.2,-0.63,-0.59,-0.46
RJ,2020-03-24,-0.34,-0.68,0.23,-0.72,-0.65,-0.55
RJ,2020-03-25,-0.29,-0.66,0.23,-0.71,-0.65,-0.55
RJ,2020-03-26,-0.29,-0.62,0.24,-0.7,-0.65,-0.54
RJ,2020-03-27,-0.23,-0.61,0.24,-0.65,-0.61,-0.5
RJ,2020-03-28,-0.26,-0.67,0.19,-0.69,-0.59,-0.42
RJ,2020-03-29,-0.32,-0.74,0.17,-0.72,-0.61,-0.37
RJ,2020-03-30,-0.25,-0.64,0.2,-0.64,-0.6,-0.47
RJ,2020-03-31,-0.25,-0.61,0.21,-0.64,-0.61,-0.5
RJ,2020-04-01,-0.17,-0.61,0.21,-0.62,-0.6,-0.5
RJ,2020-04-02,-0.19,-0.59,0.22,-0.63,-0.6,-0.49
RJ,2020-04-03,-0.14,-0.69,0.22,-0.61,-0.56,-0.47
RJ,2020-04-04,-0.13,-0.73,0.17,-0.64,-0.53,-0.38
RJ,2020-04-05,-0.24,-0.78,0.16,-0.69,-0.57,-0.35
RJ,2020-04-06,-0.14,-0.67,0.19,-0.57,-0.54,-0.44
RJ,2020-04-07,-0.14,-0.67,0.2,-0.59,-0.55,-0.48
RJ,2020-04-08,-0.09,-0.72,0.2,-0.59,-0.57,-0.49
RJ,2020-04-09,0.07,-0.64,0.19,-0.54,-0.53,-0.47
RJ,2020-04-10,-0.27,-0.76,0.28,-0.73,-0.7,-0.69
RJ,2020-04-11,-0.1,-0.77,0.18,-0.63,-0.54,-0.4
RJ,2020-04-12,-0.21,-0.81,0.15,-0.69,-0.56,-0.31
RJ,2020-04-13,-0.21,-0.68,0.19,-0.58,-0.55,-0.43
RJ,2020-04-14,-0.25,-0.67,0.2,-0.61,-0.57,-0.47
RJ,2020-04-15,-0.17,-0.67,0.2,-0.59,-0.57,-0.47
RJ,2020-04-16,-0.19,-0.68,0.22,-0.61,-0.58,-0.46
RJ,2020-04-17,-0.14,-0.7,0.22,-0.58,-0.55,-0.44
RJ,2020-04-18,-0.18,-0.74,0.17,-0.64,-0.53,-0.35
RJ,2020-04-19,-0.25,-0.77,0.16,-0.7,-0.58,-0.32
RJ,2020-04-20,-0.15,-0.66,0.18,-0.57,-0.55,-0.43
RJ,2020-04-21,-0.41,-0.67,0.25,-0.74,-0.72,-0.68
RJ,2020-04-22,-0.12,-0.65,0.19,-0.58,-0.55,-0.45
RJ,2020-04-23,-0.36,-0.67,0.25,-0.73,-0.71,-0.64
RJ,2020-04-24,-0.15,-0.65,0.21,-0.58,-0.55,-0.43
RJ,2020-04-25,-0.18,-0.7,0.17,-0.64,-0.53,-0.34
RJ,2020-04-26,-0.26,-0.74,0.16,-0.7,-0.58,-0.32
RJ,2020-04-27,-0.2,-0.67,0.19,-0.59,-0.55,-0.41
RJ,2020-04-28,-0.23,-0.66,0.17,-0.61,-0.57,-0.45
RJ,2020-04-29,-0.18,-0.66,0.2,-0.6,-0.57,-0.45
RJ,2020-04-30,-0.06,-0.6,0.19,-0.58,-0.54,-0.43
RJ,2020-05-01,-0.32,-0.68,0.27,-0.74,-0.71,-0.67
RJ,2020-05-02,-0.13,-0.73,0.17,-0.65,-0.54,-0.35
RN,2020-02-15,0.06,-0.14,0.01,0.05,-0.01,0.06
RN,2020-02-16,0.03,-0.24,0.04,-0.03,-0.08,0
RN,2020-02-17,0.02,-0.27,0,0.03,0.07,0.17
RN,2020-02-18,-0.01,-0.22,0,-0.01,0.04,0.16
RN,2020-02-19,-0.08,-0.31,0.01,-0.08,0.01,0.14
RN,2020-02-20,0.03,-0.24,0,0.01,0.06,0.13
RN,2020-02-21,0.1,0.09,-0.01,0.04,0.12,0.16
RN,2020-02-22,0.1,0.15,-0.01,-0.02,0.02,-0.06
RN,2020-02-23,0.09,0.41,0.01,-0.04,-0.05,-0.06
RN,2020-02-24,-0.48,1.11,0.07,-0.25,-0.25,-0.6
RN,2020-02-25,-0.29,1.04,0.04,-0.26,-0.24,-0.61
RN,2020-02-26,-0.18,0.04,0.03,-0.22,-0.16,-0.34
RN,2020-02-27,-0.03,-0.23,0.01,-0.1,0.02,0.11
RN,2020-02-28,-0.03,-0.25,0.02,-0.07,-0.03,0.16
RN,2020-02-29,0.02,-0.32,0.04,-0.06,-0.09,0.02
RN,2020-03-01,-0.01,-0.44,0.08,-0.2,-0.22,-0.06
RN,2020-03-02,0.03,-0.29,0,-0.01,0.02,0.18
RN,2020-03-03,0.03,-0.24,0,-0.03,0.02,0.17
RN,2020-03-04,-0.03,-0.28,0.01,-0.06,0.01,0.16
RN,2020-03-05,0.03,-0.18,0,-0.01,0.03,0.16
RN,2020-03-06,0.01,-0.19,0,0.01,0.01,0.2
RN,2020-03-07,0.07,-0.27,0.03,0.04,-0.05,0.03
RN,2020-03-08,0.09,-0.24,0.05,0.02,-0.09,0.01
RN,2020-03-09,0.02,-0.25,0,0.01,0.03,0.19
RN,2020-03-10,0.03,-0.19,0,0,0.01,0.17
RN,2020-03-11,-0.04,-0.23,0,-0.05,0,0.16
RN,2020-03-12,-0.09,-0.33,0.02,-0.12,-0.03,0.13
RN,2020-03-13,-0.06,-0.31,0.02,-0.08,-0.05,0.16
RN,2020-03-14,0.04,-0.29,0.03,-0.01,-0.08,0.03
RN,2020-03-15,0.03,-0.36,0.06,-0.15,-0.17,-0.02
RN,2020-03-16,0.02,-0.33,0.01,-0.07,-0.02,0.16
RN,2020-03-17,0.04,-0.26,0.02,-0.13,-0.06,0.11
RN,2020-03-18,-0.03,-0.32,0.07,-0.24,-0.17,-0.07
RN,2020-03-19,-0.05,-0.33,0.09,-0.29,-0.22,-0.12
RN,2020-03-20,-0.06,-0.42,0.1,-0.35,-0.28,-0.13
RN,2020-03-21,-0.11,-0.62,0.13,-0.56,-0.41,-0.22
RN,2020-03-22,-0.33,-0.75,0.18,-0.75,-0.61,-0.33
RN,2020-03-23,-0.31,-0.67,0.18,-0.63,-0.53,-0.39
RN,2020-03-24,-0.36,-0.65,0.19,-0.67,-0.58,-0.46
RN,2020-03-25,-0.37,-0.66,0.2,-0.68,-0.59,-0.48
RN,2020-03-26,-0.33,-0.6,0.19,-0.66,-0.59,-0.46
RN,2020-03-27,-0.32,-0.61,0.2,-0.65,-0.57,-0.42
RN,2020-03-28,-0.31,-0.66,0.17,-0.66,-0.58,-0.35
RN,2020-03-29,-0.36,-0.74,0.19,-0.74,-0.66,-0.33
RN,2020-03-30,-0.29,-0.63,0.19,-0.6,-0.58,-0.4
RN,2020-03-31,-0.23,-0.58,0.17,-0.58,-0.57,-0.4
RN,2020-04-01,-0.23,-0.57,0.18,-0.58,-0.56,-0.4
RN,2020-04-02,-0.22,-0.58,0.18,-0.58,-0.55,-0.41
RN,2020-04-03,-0.21,-0.59,0.18,-0.59,-0.53,-0.37
RN,2020-04-04,-0.2,-0.68,0.16,-0.62,-0.56,-0.32
RN,2020-04-05,-0.3,-0.71,0.18,-0.7,-0.64,-0.3
RN,2020-04-06,-0.16,-0.58,0.17,-0.54,-0.52,-0.37
RN,2020-04-07,-0.12,-0.54,0.16,-0.53,-0.52,-0.37
RN,2020-04-08,-0.13,-0.54,0.16,-0.54,-0.5,-0.37
RN,2020-04-09,-0.02,-0.49,0.15,-0.51,-0.49,-0.41
RN,2020-04-10,-0.47,-0.58,0.23,-0.77,-0.67,-0.66
RN,2020-04-11,-0.17,-0.62,0.16,-0.59,-0.56,-0.34
RN,2020-04-12,-0.33,-0.67,0.16,-0.69,-0.63,-0.27
RN,2020-04-13,-0.2,-0.58,0.17,-0.53,-0.52,-0.35
RN,2020-04-14,-0.22,-0.56,0.17,-0.56,-0.54,-0.37
RN,2020-04-15,-0.25,-0.59,0.19,-0.6,-0.57,-0.4
RN,2020-04-16,-0.2,-0.55,0.18,-0.63,-0.56,-0.39
RN,2020-04-17,-0.16,-0.54,0.18,-0.6,-0.51,-0.33
RN,2020-04-18,-0.2,-0.62,0.15,-0.65,-0.54,-0.27
RN,2020-04-19,-0.37,-0.65,0.17,-0.73,-0.62,-0.26
RN,2020-04-20,-0.15,-0.53,0.16,-0.59,-0.52,-0.37
RN,2020-04-21,-0.54,-0.6,0.22,-0.77,-0.7,-0.63
RN,2020-04-22,-0.2,-0.55,0.16,-0.62,-0.53,-0.35
RN,2020-04-23,-0.22,-0.5,0.16,-0.62,-0.52,-0.35
RN,2020-04-24,-0.23,-0.55,0.17,-0.63,-0.51,-0.31
RN,2020-04-25,-0.19,-0.61,0.15,-0.64,-0.54,-0.25
RN,2020-04-26,-0.3,-0.67,0.17,-0.73,-0.62,-0.25
RN,2020-04-27,-0.21,-0.57,0.16,-0.6,-0.51,-0.31
RN,2020-04-28,-0.19,-0.52,0.13,-0.6,-0.51,-0.33
RN,2020-04-29,-0.2,-0.57,0.16,-0.6,-0.52,-0.33
RN,2020-04-30,0,-0.61,0.13,-0.53,-0.43,-0.31
RN,2020-05-01,-0.66,-0.57,0.22,-0.76,-0.63,-0.62
RN,2020-05-02,-0.03,-0.68,0.14,-0.59,-0.5,-0.25
RO,2020-02-15,0.07,0.03,0.01,0.07,0,0.06
RO,2020-02-16,0.06,-0.03,0.02,0.02,-0.14,0.01
RO,2020-02-17,0.02,0.06,-0.02,0,-0.01,0.21
RO,2020-02-18,-0.05,-0.03,-0.01,-0.03,-0.07,0.2
RO,2020-02-19,-0.09,-0.1,0,-0.1,-0.11,0.18
RO,2020-02-20,-0.03,0.05,-0.01,-0.01,-0.07,0.19
RO,2020-02-21,0.03,-0.11,-0.01,0.01,0,0.21
RO,2020-02-22,0.08,0.1,0.01,0.06,0.08,-0.02
RO,2020-02-23,0.05,0.03,0.01,0,-0.27,-0.03
RO,2020-02-24,0.01,0.12,0.04,-0.01,-0.33,-0.25
RO,2020-02-25,-0.23,0.19,0.09,-0.28,-0.3,-0.53
RO,2020-02-26,-0.11,-0.05,0.05,-0.14,-0.12,-0.08
RO,2020-02-27,-0.05,-0.11,0.01,-0.08,-0.11,0.17
RO,2020-02-28,0.05,-0.11,0,0.01,-0.09,0.25
RO,2020-02-29,0.09,-0.06,0.02,0.07,-0.07,0.07
RO,2020-03-01,0.07,-0.09,0.03,0.05,-0.13,0.03
RO,2020-03-02,0.07,0,-0.02,0.04,-0.06,0.23
RO,2020-03-03,-0.01,-0.11,0,-0.05,-0.11,0.19
RO,2020-03-04,0.03,-0.07,-0.01,-0.01,-0.09,0.23
RO,2020-03-05,0.05,-0.01,-0.02,0.04,-0.07,0.22
RO,2020-03-06,0.13,-0.01,-0.02,0.11,-0.02,0.27
RO,2020-03-07,0.18,-0.04,0,0.14,-0.02,0.1
RO,2020-03-08,0.21,0.01,0.01,0.17,-0.07,0.07
RO,2020-03-09,0.08,0.01,-0.02,0.06,-0.07,0.25
RO,2020-03-10,0.03,-0.04,-0.02,0.03,-0.08,0.22
RO,2020-03-11,0,-0.08,-0.01,-0.03,-0.12,0.22
RO,2020-03-12,0,-0.03,-0.01,-0.02,-0.09,0.21
RO,2020-03-13,0.06,-0.05,-0.01,0.03,-0.03,0.26
RO,2020-03-14,0.09,-0.06,0.01,0.06,-0.03,0.08
RO,2020-03-15,0.1,0.04,0.02,-0.01,-0.17,0.05
RO,2020-03-16,0.08,-0.01,-0.02,-0.05,-0.11,0.23
RO,2020-03-17,0.09,-0.05,0.02,-0.1,-0.11,0.09
RO,2020-03-18,-0.01,-0.18,0.06,-0.21,-0.21,0
RO,2020-03-19,0.03,-0.1,0.05,-0.2,-0.23,-0.03
RO,2020-03-20,0.06,-0.28,0.08,-0.28,-0.27,-0.05
RO,2020-03-21,-0.03,-0.42,0.12,-0.55,-0.34,-0.21
RO,2020-03-22,-0.33,-0.53,0.14,-0.7,-0.59,-0.3
RO,2020-03-23,-0.24,-0.36,0.15,-0.61,-0.57,-0.35
RO,2020-03-24,-0.33,-0.43,0.17,-0.66,-0.61,-0.41
RO,2020-03-25,-0.33,-0.37,0.17,-0.65,-0.63,-0.41
RO,2020-03-26,-0.33,-0.36,0.17,-0.61,-0.63,-0.39
RO,2020-03-27,-0.22,-0.33,0.16,-0.55,-0.63,-0.33
RO,2020-03-28,-0.21,-0.32,0.13,-0.58,-0.66,-0.3
RO,2020-03-29,-0.27,-0.42,0.12,-0.63,-0.71,-0.23
RO,2020-03-30,-0.2,-0.35,0.13,-0.48,-0.58,-0.29
RO,2020-03-31,-0.16,-0.27,0.12,-0.45,-0.57,-0.28
RO,2020-04-01,-0.16,-0.27,0.13,-0.48,-0.57,-0.28
RO,2020-04-02,-0.14,-0.24,0.13,-0.46,-0.59,-0.28
RO,2020-04-03,-0.09,-0.29,0.13,-0.45,-0.57,-0.24
RO,2020-04-04,-0.05,-0.25,0.1,-0.49,-0.59,-0.2
RO,2020-04-05,-0.11,-0.3,0.09,-0.56,-0.66,-0.18
RO,2020-04-06,-0.08,-0.3,0.11,-0.37,-0.54,-0.22
RO,2020-04-07,-0.02,-0.18,0.1,-0.34,-0.55,-0.21
RO,2020-04-08,-0.08,-0.24,0.11,-0.38,-0.57,-0.21
RO,2020-04-09,0.01,-0.23,0.1,-0.36,-0.52,-0.24
RO,2020-04-10,-0.29,-0.26,0.19,-0.66,-0.67,-0.64
RO,2020-04-11,-0.02,-0.27,0.11,-0.44,-0.64,-0.23
RO,2020-04-12,-0.14,-0.33,0.07,-0.54,-0.66,-0.14
RO,2020-04-13,-0.12,-0.22,0.1,-0.33,-0.58,-0.18
RO,2020-04-14,-0.19,-0.32,0.12,-0.41,-0.59,-0.2
RO,2020-04-15,-0.19,-0.33,0.13,-0.44,-0.62,-0.21
RO,2020-04-16,-0.14,-0.27,0.12,-0.4,-0.61,-0.2
RO,2020-04-17,-0.08,-0.28,0.14,-0.39,-0.58,-0.16
RO,2020-04-18,-0.07,-0.28,0.1,-0.46,-0.61,-0.14
RO,2020-04-19,-0.14,-0.33,0.09,-0.56,-0.71,-0.16
RO,2020-04-20,-0.06,-0.18,0.1,-0.33,-0.6,-0.19
RO,2020-04-21,-0.32,-0.23,0.17,-0.63,-0.69,-0.58
RO,2020-04-22,-0.14,-0.28,0.11,-0.39,-0.6,-0.17
RO,2020-04-23,-0.15,-0.27,0.12,-0.4,-0.62,-0.17
RO,2020-04-24,-0.08,-0.26,0.12,-0.37,-0.58,-0.12
RO,2020-04-25,-0.06,-0.27,0.09,-0.41,-0.61,-0.12
RO,2020-04-26,-0.12,-0.29,0.09,-0.53,-0.68,-0.13
RO,2020-04-27,-0.11,-0.25,0.11,-0.33,-0.58,-0.13
RO,2020-04-28,-0.06,-0.21,0.07,-0.3,-0.57,-0.14
RO,2020-04-29,-0.08,-0.2,0.11,-0.34,-0.56,-0.14
RO,2020-04-30,0.09,-0.17,0.08,-0.28,-0.52,-0.13
RO,2020-05-01,-0.38,-0.14,0.18,-0.63,-0.68,-0.59
RO,2020-05-02,0.05,-0.22,0.09,-0.38,-0.57,-0.14
RR,2020-02-15,0.04,-0.02,0,0.09,-0.03,0.06
RR,2020-02-16,0.04,-0.11,0.02,0.02,-0.11,-0.02
RR,2020-02-17,-0.01,-0.06,-0.01,-0.05,-0.03,0.26
RR,2020-02-18,-0.03,0,-0.01,-0.04,-0.03,0.22
RR,2020-02-19,-0.02,-0.02,-0.01,-0.04,-0.05,0.19
RR,2020-02-20,-0.02,-0.01,-0.01,0,-0.08,0.2
RR,2020-02-21,0.03,0.01,-0.02,0.01,0,0.22
RR,2020-02-22,0.04,0.55,-0.01,0.04,0.04,-0.01
RR,2020-02-23,-0.01,0.89,-0.02,0.04,-0.11,-0.07
RR,2020-02-24,-0.12,0.97,0.04,-0.05,-0.33,-0.37
RR,2020-02-25,-0.25,1.44,0.06,-0.18,-0.37,-0.57
RR,2020-02-26,-0.16,0.45,0.05,-0.12,-0.1,-0.27
RR,2020-02-27,0,-0.1,0,-0.05,-0.08,0.15
RR,2020-02-28,0.02,-0.14,0,-0.04,-0.03,0.21
RR,2020-02-29,0.08,-0.09,0.02,0.04,-0.1,0.05
RR,2020-03-01,0.09,-0.14,0.02,0,-0.1,0
RR,2020-03-02,0.07,-0.08,-0.02,-0.02,0.04,0.27
RR,2020-03-03,0.08,-0.05,-0.02,0.03,0.02,0.23
RR,2020-03-04,0.02,-0.06,-0.02,-0.01,0.05,0.21
RR,2020-03-05,0.03,-0.03,-0.02,0.03,0.05,0.21
RR,2020-03-06,0.09,-0.06,-0.03,0.08,0.08,0.27
RR,2020-03-07,0.12,-0.04,0,0.14,0.02,0.08
RR,2020-03-08,0.13,-0.07,0.01,0.15,-0.08,0.04
RR,2020-03-09,0.03,-0.08,-0.02,-0.01,0.03,0.28
RR,2020-03-10,0.03,-0.05,-0.02,0,0,0.25
RR,2020-03-11,0.03,-0.01,-0.02,-0.01,0.05,0.23
RR,2020-03-12,-0.01,-0.03,-0.01,-0.03,0.01,0.23
RR,2020-03-13,0.03,-0.07,-0.02,-0.02,0.05,0.26
RR,2020-03-14,0.07,-0.04,0,0,-0.09,0.08
RR,2020-03-15,0.04,-0.17,0.02,-0.05,-0.09,0.03
RR,2020-03-16,0,-0.17,-0.02,-0.12,-0.04,0.26
RR,2020-03-17,0.02,-0.2,0.03,-0.15,-0.12,0.06
RR,2020-03-18,0.02,-0.19,0.05,-0.18,-0.14,-0.03
RR,2020-03-19,-0.03,-0.25,0.07,-0.23,-0.24,-0.06
RR,2020-03-20,0.01,-0.35,0.07,-0.28,-0.27,-0.05
RR,2020-03-21,-0.02,-0.48,0.09,-0.42,-0.37,-0.08
RR,2020-03-22,-0.12,-0.63,0.12,-0.66,-0.53,-0.19
RR,2020-03-23,-0.19,-0.48,0.14,-0.62,-0.53,-0.3
RR,2020-03-24,-0.29,-0.54,0.16,-0.68,-0.59,-0.42
RR,2020-03-25,-0.29,-0.45,0.18,-0.68,-0.64,-0.45
RR,2020-03-26,-0.28,-0.39,0.18,-0.66,-0.66,-0.43
RR,2020-03-27,-0.27,-0.43,0.16,-0.61,-0.62,-0.38
RR,2020-03-28,-0.21,-0.48,0.13,-0.6,-0.65,-0.31
RR,2020-03-29,-0.25,-0.51,0.12,-0.68,-0.72,-0.24
RR,2020-03-30,-0.19,-0.38,0.14,-0.5,-0.58,-0.31
RR,2020-03-31,-0.18,-0.36,0.14,-0.48,-0.6,-0.32
RR,2020-04-01,-0.08,-0.34,0.13,-0.45,-0.54,-0.3
RR,2020-04-02,-0.1,-0.34,0.14,-0.45,-0.51,-0.3
RR,2020-04-03,-0.1,-0.42,0.14,-0.46,-0.57,-0.27
RR,2020-04-04,-0.1,-0.47,0.12,-0.53,-0.62,-0.22
RR,2020-04-05,-0.19,-0.54,0.11,-0.65,-0.67,-0.21
RR,2020-04-06,-0.09,-0.39,0.12,-0.43,-0.63,-0.25
RR,2020-04-07,-0.07,-0.4,0.12,-0.41,-0.63,-0.28
RR,2020-04-08,-0.05,-0.36,0.12,-0.39,-0.6,-0.3
RR,2020-04-09,-0.01,-0.37,0.12,-0.4,-0.57,-0.33
RR,2020-04-10,-0.26,-0.45,0.2,-0.67,-0.75,-0.62
RR,2020-04-11,-0.14,-0.47,0.13,-0.54,-0.72,-0.28
RR,2020-04-12,-0.19,-0.54,0.09,-0.65,-0.72,-0.19
RR,2020-04-13,-0.14,-0.41,0.13,-0.45,-0.65,-0.24
RR,2020-04-14,-0.14,-0.38,0.14,-0.46,-0.66,-0.27
RR,2020-04-15,-0.12,-0.32,0.14,-0.45,-0.6,-0.28
RR,2020-04-16,-0.12,-0.38,0.15,-0.47,-0.58,-0.28
RR,2020-04-17,-0.1,-0.41,0.15,-0.48,-0.63,-0.24
RR,2020-04-18,-0.14,-0.49,0.11,-0.57,-0.67,-0.18
RR,2020-04-19,-0.19,-0.52,0.1,-0.68,-0.71,-0.17
RR,2020-04-20,-0.18,-0.53,0.14,-0.53,-0.67,-0.32
RR,2020-04-21,-0.21,-0.38,0.17,-0.61,-0.72,-0.53
RR,2020-04-22,-0.1,-0.39,0.11,-0.46,-0.59,-0.25
RR,2020-04-23,-0.05,-0.38,0.12,-0.42,-0.56,-0.24
RR,2020-04-24,-0.02,-0.41,0.12,-0.44,-0.59,-0.2
RR,2020-04-25,-0.05,-0.48,0.1,-0.51,-0.66,-0.15
RR,2020-04-26,-0.13,-0.48,0.1,-0.65,-0.69,-0.14
RR,2020-04-27,-0.09,-0.36,0.12,-0.44,-0.63,-0.18
RR,2020-04-28,-0.07,-0.34,0.09,-0.42,-0.6,-0.21
RR,2020-04-29,-0.04,-0.31,0.12,-0.41,-0.59,-0.23
RR,2020-04-30,0,-0.33,0.11,-0.4,-0.53,-0.23
RR,2020-05-01,-0.11,-0.4,0.17,-0.6,-0.65,-0.5
RR,2020-05-02,-0.09,-0.5,0.12,-0.54,-0.65,-0.18
RS,2020-02-15,0.01,-0.08,0.01,0.04,0.03,0.02
RS,2020-02-16,0.01,-0.15,0.02,-0.02,-0.02,-0.03
RS,2020-02-17,-0.01,-0.14,0.01,-0.02,0.02,0.1
RS,2020-02-18,0,-0.2,0.01,-0.03,0.04,0.11
RS,2020-02-19,0.02,0.01,0,0.01,0.04,0.12
RS,2020-02-20,0.02,-0.04,-0.01,0.01,0.09,0.11
RS,2020-02-21,0.08,-0.08,-0.01,0.03,0.13,0.1
RS,2020-02-22,0.05,0.04,0,-0.03,0.12,-0.06
RS,2020-02-23,0.06,0.19,0.03,0.04,-0.04,-0.03
RS,2020-02-24,-0.05,0.68,0.07,-0.16,-0.27,-0.41
RS,2020-02-25,-0.35,0.18,0.1,-0.41,-0.31,-0.56
RS,2020-02-26,0.02,-0.1,0.02,-0.09,-0.03,0.01
RS,2020-02-27,0,-0.05,0.01,-0.04,0.03,0.11
RS,2020-02-28,0.04,-0.08,0,0.02,0.03,0.12
RS,2020-02-29,0.07,-0.1,0.02,0.04,0.02,0.04
RS,2020-03-01,0.08,-0.14,0.04,0.01,-0.01,0
RS,2020-03-02,0.03,-0.13,0,0.02,0.06,0.18
RS,2020-03-03,0.05,-0.13,-0.01,0.03,0.08,0.17
RS,2020-03-04,0.06,-0.02,-0.01,0.03,0.07,0.17
RS,2020-03-05,0.03,-0.03,-0.01,0.03,0.09,0.17
RS,2020-03-06,0.11,-0.07,-0.02,0.13,0.14,0.18
RS,2020-03-07,0.15,-0.08,0,0.17,0.11,0.07
RS,2020-03-08,0.1,-0.14,0.02,0.14,0.05,0.02
RS,2020-03-09,0.04,-0.07,-0.01,0.06,0.11,0.2
RS,2020-03-10,0.06,-0.14,-0.01,0.03,0.11,0.19
RS,2020-03-11,0.05,-0.03,-0.01,0.03,0.09,0.18
RS,2020-03-12,0.03,-0.08,-0.01,0.02,0.12,0.17
RS,2020-03-13,0.03,-0.12,-0.01,0.02,0.09,0.17
RS,2020-03-14,0.06,-0.13,0.01,0.02,0.03,0.06
RS,2020-03-15,0.05,-0.32,0.04,-0.11,-0.08,-0.03
RS,2020-03-16,0.08,-0.31,0.02,-0.1,-0.03,0.15
RS,2020-03-17,0.11,-0.25,0.03,-0.15,-0.09,0.1
RS,2020-03-18,0.07,-0.32,0.07,-0.26,-0.21,0
RS,2020-03-19,0.02,-0.35,0.11,-0.36,-0.29,-0.13
RS,2020-03-20,0.01,-0.49,0.14,-0.45,-0.39,-0.21
RS,2020-03-21,-0.19,-0.69,0.18,-0.69,-0.53,-0.37
RS,2020-03-22,-0.45,-0.81,0.22,-0.8,-0.67,-0.4
RS,2020-03-23,-0.33,-0.63,0.24,-0.72,-0.62,-0.51
RS,2020-03-24,-0.37,-0.65,0.25,-0.75,-0.65,-0.57
